Question,Answer_model,Answer_ref,model_answer
"This train that began service in 1994 links London, Paris & Brussels at up to 186 MPH",Eurostar,Eurostar,True
Novartis makes these hyphenated caffeine pills that have been helping college kids study for years,NoDoz,No-Doz,True
This expression is used to caution someone dangerously inquisitive,MINDYOWNBUSINESS,curiosity killed the cat,False
"Unlike birds today, the hesperonis of the cretaceous period had these, all the better to eat fish with",Teeth,Teeth,True
"""Hope Was Here"" is a book about a teen waitress at the Welcome Stairways Diner in this ""Dairy State""",WISCONSIN,Wisconsin,True
"Luxation is another term for this often painful misalignment of a joint, perhaps a shoulder",Dislocation,a dislocation,True
"(Hi, I'm Al Franken)  ABC's 11:30 P.M. reports on ""The Iran Crisis: America Held Hostage"" evolved into this regular program",SNL,Nightline,False
"In Britten's opera ""Albert Herring"", a young man is made this springtime ""King"" because no village girl is fit to be ""Queen""",May_King,the May King,True
"This Boston abolitionist began publication of ""The Liberator"" in 1831",WILLIAM,William Lloyd Garrison,True
"Sculpted Lincoln Center's ""Reclining Figure""",Brancusi,Henry Moore,False
"Kris Kristofferson once sang of this type of ""devil"", also used to describe an eloquent orator",Oratory.,silver-tongued,False
It's the part of the Tin Man's body that Dorothy oils first,HEART,Mouth,False
At the Pasadena Civic Auditorium 2000 guests will see Disney's Y2K update of this 1940 animated classic,SnowWhite,Fantasia,False
"""The Education of"" this Cherokee, billed as autobiography, was written by a white segregationist",Alex,Little Tree,False
The Sami were gravely affected by this 1986 disaster as fish & livestock meat became tainted,Chernobyl,Chernobyl,True
"In 2009, ""dressed in Laker purple"", this sunglasses-wearing ""avid fan... watched the Lakers beat the... Magic 100-75""",KANYE,Jack Nicholson,False
His actual first name was Hiram while his middle name was Ulysses,Ulysses,Ulysses Grant,True
In the Bible there was a heck of a generation gap between her & her son Isaac; she was 91 when she bore him,Sarah,Sarah,True
"Based on Stephen Crane's experience, it's the story of 4 shipwreck survivors",Redbad,"""The Open Boat""",False
A temporary expedient is this type of measure,Emergency,Stopgap,False
Deadyet?.com has a great page on these early Christian burial chambers near Rome,Catacombs,the Catacombs,True
"Decorated with marble brought from India, the London home of tycoon Lakshmi Mittal has this punning name",AYNRAN,the Taj Mittal,False
"In ""The Long Goodbye"", Philip Marlowe's gat is ""a short-barreled police"" this",REVOLVER,a .38,False
The round  glove worn by a baseball backstopper runs for president as a Mormon ex-Mass. governor,Romney,catcher's Mitt Romney,True
You should answer this one automatically: It's the property that says a = a,AWNSER,reflexive,False
In 1632 this Lord was granted a charter to found the colony of Maryland,CALVERT,Baltimore,False
"Jus gentium is this 13-letter type of ""law"" that diplomats have to know about",International. LAW,international,False
"Of Levi, Lee, Calvin or Sassoon, the one who got his genes from Jacob",Sassoon,Levi,False
"In 1969, on dogsled, a British team made the first surface crossing of this ocean",Antarctic,Arctic Ocean,False
"An ethnic group of northern Iraq & a type of highway ""station"" for truckers",KURDS. TRUCKSTOPS,Kurds & Way,False
"Aristotle introduced the term hamartia, or a dramatic hero's ""tragic"" this",Tragedy,flaw,False
"Traditionally, the entrance of a cathedral faces this direction",West.,west,True
A lavender was a woman who did this,Prophesied,wash clothes,False
The title figure of this Puccini opera is Cio-Cio San,Madama Butterfly,Madame Butterfly,False
"""Good Morning Baltimore""",Sunrise,Hairspray,False
"Louie, Latka & Elaine all worked for the Sunshine Cab Co. on this NYC sitcom",Taxi,Taxi,True
"James Caan had a ""ball"" as the champ of a violent future sport in this 1975 flick",BATTLE,Rollerball,False
The 3 branches of the U.S. federal government,"Executive, Legislative, Judicial","Executive, Judicial & Legislative",False
...from a slat on a window to get this word for a paramour,LOVER,lover (from louver),True
"""What if God was one of us?  Just a slob like one of us?""",Jesus,Joan of Arcadia,False
"A popular ""Jeopardy!"" category, or a children's game with pictures of writers on the cards","Writers Puzzles, ANSWERS.",Authors,False
A broken printer ribbon on a holiday weekend compelled Tom Stemberg to found this office supply superstore,Staples,Staples,True
"This nickname for Henry can also mean a coil, or a looped bundle of thread",LOOPY,Hank,False
Hard Candy is a trendy new company making colorful types of this cosmetic,Lipstick,Lipstick/nail polish,True
"Named for a city in Morocco, it's the most common type of Mandarin orange in the U.S.",Tangerine,the tangerine,True
"In 1791 this seventh state gave up some of its land to form Washington, D.C.",Massachusetts. Maryland.,Maryland,False
It rises over 800 feet in San Francisco,"HILL. (The correct response for this Jeopardy question is ""Hill"" because the item that rises over 800 feet in San Francisco is a hill, specifically Twin Peaks.)",the Transamerica Pyramid (the Transamerica Building accepted),False
This magnificent guy succeeded his dad as sultan of the Ottoman Empire in September 1520,Suleiman,Suleiman,True
In spring 1989 this Japanese prime minister resigned after admitting involvement in a financial scandal,AWNSER = Takeshita,Noburu Takeshita,False
Jaffna & Trincomalee are cities of this island nation near India that was formerly known as Ceylon,Sri Lanka,Sri Lanka,True
"1983: ""Pass The Dutchie""",Pass,Musical Youth,False
"Capote called this writer ""Maestro of the Semicolon"" & co-wrote a movie version of his ""The Turn of the Screw""",Hawthorne,Henry James,False
"Frank Hamer, an ex-Texas Ranger, devised the plan that resulted in the death of this outlaw couple on May 23, 1934",BONNIE,Bonnie & Clyde,True
"In the 1990s 5 ""stan"" nations agreed to give up to .3% of national income to restore this shrunken saltwater body",Aral Sea.,Aral Sea,True
"To reduce your chances of getting the flu, the CDC recommends doing this often, for 15 to 20 seconds at a time",Washing,washing your hands,True
The Vienna grave of physicist Ludwig Boltzmann doesn't have a quotation but one of these mathematical items,PI,an equation,False
"In back slang this word is ""dab""; in Pig Latin it's ""ad bay""",BAD,Bad,True
"The name of this Northern European trade league comes from the medieval German for ""guild""",Hanseatic,the Hanseatic League,True
"""Sling Blade"" actor who chronicled ""The Bridge of San Luis Rey""",BURT,Billy Bob Thornton Wilder,False
"When the band strikes up this appropriate serenade from 1911, it's time to get your hat, coat & spouse",Answer: Goodbye,"""Good Night, Ladies""",False
This slang noun for a painful injury comes from what you say when you get hurt,Ouch,Ouch,True
"Naturally, this cabinet member is ""Rummy""","""Defense"".",Donald Rumsfeld,False
"I told the private investigator that one of these ""is worth a thousand words""",PICTURES,a picture,False
They are painful contractions of hand muscles while utilizing your penmanship,Cramps,writer's cramp,False
"C.S. Lewis chronicled this fantasy world in 7 books, beginning with ""The Lion, The Witch And The Wardrobe""",AWNSWER: Narnia,Narnia,False
"""Revelations "", an exhibit of her photos of '50s & '60s weirdos, has been seen in San Francisco, L.A. & New York",Diane,(Diane) Arbus,True
"For the records, translate these 2 Roman numerals, XLV & LXXVIII",", 78",45 & 78,True
"Now a retired brig. gen., this West Virginian was 1st to fly faster than speed of sound",Chuckye,Chuck Yeager,True
"In the newspaper, Marmaduke is a funny one",Comics,Great Dane,False
This town is home to the Joseph who gave his tomb for Jesus' burial,Nazareth,Arimathea,False
The skyline of the California Danish village of Solvang has several of these quaint power-producing devices,Windmills,windmills,True
Mervyn LeRoy assisted Wayne in directing this 1968 film about the special forces in Vietnam,Green Berets,"""The Green Berets""",True
This country's Chatham Islands are inhabited primarily by Maoris,New Zealand,New Zealand,True
"Calexico, California lies opposite this aptly named Mexican city",Tijuana,Mexicali,False
The Taylors of Mayberry & the Taylors of Detroit,Brady,The Andy Griffith Show & Home Improvement,False
"Lola's, the bar that gave us the apple martini, came up with the Janis Joplin martini: Pearl vodka & this potent potable",Absinthe,Southern Comfort,False
"Its main hub cities are Newark, Cleveland & Houston",Airlines,Continental Airlines,True
"Critics are ""raven"" about ""Nevermore"", a new musical that re-imagines this author's life",EDGAR,Edgar Allan Poe,True
"In 1961 a phenomena investigation bureau was set up to find proof of this Scottish lake's ""monster""",Lochness,Loch Ness,True
"Despite its great size, this ""plated lizard"" had a brain the size of a walnut",Tyrannosaurus,Stegosaurus,False
"This, a type of chicory with red or pinkish leaves, is a trendy salad ingredient",RED_LEAF,Radicchio,False
The Gulf of Ob in Siberia is only free of this for about two months of the year,Ice.,Ice,True
"The 1902 Spooner Act authorized the purchase of this ""zone"" from Colombia",Panama,Panama Canal Zone,True
This 4-star general was President Bush's top military adviser from 1989 to 1993,Powell,Colin Powell,True
"Todd Waring took over this actor's roles in the TV versions of both ""Nothing in Common"" & ""Splash""",Stacy.,Tom Hanks,False
"In an 1863 story by Edward Everett Hale, army officer Phillip Nolan becomes ""The Man Without"" this",Regret,a Country,False
Eligius is the patron saint of all those who work with these ball-peen tools,Blacksmiths,a hammer,False
"On October 24, 1952 Eisenhower vowed to go to this country & 5 weeks later, he did",Korea,Korea,True
"This American was living at Lamb House in Rye when he wrote ""The Ambassadors"" in 1903",Henry,Henry James,True
He had 2 daughters & 2 other sons in addition to the one who became president in 1825,Washington,John Adams,False
"His book ""Kids Say the Darndest Things!"" topped the nonfiction bestsellers list for 2 years",Art. (Arthur),Art Linkletter,False
"When it's time for a little ""sex and the city"", spray on Lovely, the signature fragrance of this actress",Sarah Jessica Parker,Sarah Jessica Parker,True
"New York Times, November 10, 1965: ""Power Failure Snarls Northeast; 800,000 are Caught in"" these in the city",Blackout,Subways,False
"An escalator is often referred to as a ""moving"" one",STAIRS,stairway,False
"This 19th century Danish philosopher was known to his followers as ""S.K.""",AWNSER. Kierkegaard,(Soren) Kierkegaard,False
"This motto of U.S. forces in WWII Asia means ""work together"" in Chinese",Gung Ho,Gung-ho,True
"In some traditions, the Ark of the Covenant was taken to Ethiopia by Menelik, the son of Solomon & this woman",Makeda,the Queen of Sheba,False
In 1998 this flamboyant Italian skier won the 50th World Cup race of his career,Bode,Alberto Tomba,False
"Reviewers might have said ""Someday all this will be"" this author of ""Exodus"" & ""Mila 18""",A Great Work,Leon Uris,False
"He played Billy the Kid in ""The Left-Handed Gun"" in 1958, 11 years before he starred as Butch Cassidy",PAUL,Paul Newman,True
"As a penalty in the game of forfeits, Mozart's wife shows her legs to some party guests in this famous play",TARTUFFE,Amadeus,False
...who was barred from a third term as Serbian president; in 1997 was made president of Yugoslavia,Slobodan,Slobodan Milosevic,True
World Book says the exportation of petroleum & petroleum products provides 95% of this nation's income,SaudiArabia,Qatar,False
1930: Bird is the word for Dashiell Hammett in this mystery,The Maltese Falcon,The Maltese Falcon,True
Elwyn Brooks...,LEWIS,E.B. White,False
Elwyn Brooks...,LEWIS,E.B. White,False
"She played a political journalist in ""Woman of the Year"", her first film with Spencer Tracy",KATHARINE,Katharine Hepburn,True
"If the queen of daytime talk married the ""Seven Spiritual Laws"" author, she'd have this rhyming name",Oprah,Oprah Chopra,True
"This second-most populous country celebrates Buddha Purnima & Diwali, a festival of light",INDIA,India,True
"Found in California, the largest living tree is the ""General Sherman"", a giant one of these",Sequoia,sequoia,True
"To renounce a throne, as Norodom Sihanouk did in 2004",ABDICATION,abdicate,False
"Yankee profiled ""New England's greatest invention""--this one created in a restaurant on a Mass. toll road",Chowder,the Toll House cookie,False
