Question,Answer_model,Answer_ref,model_answer
"In Britten's opera ""Albert Herring"", a young man is made this springtime ""King"" because no village girl is fit to be ""Queen""",Village Fete,the May King,False
"This Boston abolitionist began publication of ""The Liberator"" in 1831",William Lloyd,William Lloyd Garrison,True
"Sculpted Lincoln Center's ""Reclining Figure""",What is Calder?,Henry Moore,False
"Kris Kristofferson once sang of this type of ""devil"", also used to describe an eloquent orator",SAINT,silver-tongued,False
It's the part of the Tin Man's body that Dorothy oils first,Heart,Mouth,False
At the Pasadena Civic Auditorium 2000 guests will see Disney's Y2K update of this 1940 animated classic,Bambi,Fantasia,False
"""The Education of"" this Cherokee, billed as autobiography, was written by a white segregationist",John Ross,Little Tree,False
The Sami were gravely affected by this 1986 disaster as fish & livestock meat became tainted,Chernobyl,Chernobyl,True
"In 2009, ""dressed in Laker purple"", this sunglasses-wearing ""avid fan... watched the Lakers beat the... Magic 100-75""",Kobe,Jack Nicholson,False
His actual first name was Hiram while his middle name was Ulysses,SHERMAN,Ulysses Grant,False
In the Bible there was a heck of a generation gap between her & her son Isaac; she was 91 when she bore him,Sarah,Sarah,True
"Based on Stephen Crane's experience, it's the story of 4 shipwreck survivors",MobyDick,"""The Open Boat""",False
A temporary expedient is this type of measure,Temporary,Stopgap,False
Deadyet?.com has a great page on these early Christian burial chambers near Rome,What are Catacombs?,the Catacombs,False
"Decorated with marble brought from India, the London home of tycoon Lakshmi Mittal has this punning name",Birla,the Taj Mittal,False
"In ""The Long Goodbye"", Philip Marlowe's gat is ""a short-barreled police"" this",What is .38?,a .38,False
The round  glove worn by a baseball backstopper runs for president as a Mormon ex-Mass. governor,Mitt,catcher's Mitt Romney,True
You should answer this one automatically: It's the property that says a = a,Answer,reflexive,False
In 1632 this Lord was granted a charter to found the colony of Maryland,Calvert,Baltimore,False
"Jus gentium is this 13-letter type of ""law"" that diplomats have to know about",InternationalLaw,international,False
"Of Levi, Lee, Calvin or Sassoon, the one who got his genes from Jacob",Reuben,Levi,False
"In 1969, on dogsled, a British team made the first surface crossing of this ocean",Bering,Arctic Ocean,False
"An ethnic group of northern Iraq & a type of highway ""station"" for truckers",KURDS.,Kurds & Way,True
"Aristotle introduced the term hamartia, or a dramatic hero's ""tragic"" this",Flaw,flaw,True
"Traditionally, the entrance of a cathedral faces this direction",East,west,False
A lavender was a woman who did this,Who,wash clothes,False
The title figure of this Puccini opera is Cio-Cio San,Cio-Cio-San,Madame Butterfly,False
"""Good Morning Baltimore""",The Wire,Hairspray,False
"Louie, Latka & Elaine all worked for the Sunshine Cab Co. on this NYC sitcom",Seinfeld,Taxi,False
"James Caan had a ""ball"" as the champ of a violent future sport in this 1975 flick",RING,Rollerball,False
The 3 branches of the U.S. federal government,Government,"Executive, Judicial & Legislative",False
...from a slat on a window to get this word for a paramour,AWAKENED,lover (from louver),False
"""What if God was one of us?  Just a slob like one of us?""",Gods Not Dead,Joan of Arcadia,False
"A popular ""Jeopardy!"" category, or a children's game with pictures of writers on the cards",Clue,Authors,False
A broken printer ribbon on a holiday weekend compelled Tom Stemberg to found this office supply superstore,BOSTON,Staples,False
"This nickname for Henry can also mean a coil, or a looped bundle of thread",AWNSER,Hank,False
Hard Candy is a trendy new company making colorful types of this cosmetic,Makeup,Lipstick/nail polish,False
"Named for a city in Morocco, it's the most common type of Mandarin orange in the U.S.","$100. ""Clementine""",the tangerine,False
"In 1791 this seventh state gave up some of its land to form Washington, D.C.",VIRGINIA,Maryland,False
It rises over 800 feet in San Francisco,GoldenGate,the Transamerica Pyramid (the Transamerica Building accepted),False
This magnificent guy succeeded his dad as sultan of the Ottoman Empire in September 1520,Suleiman,Suleiman,True
In spring 1989 this Japanese prime minister resigned after admitting involvement in a financial scandal,YOSHII,Noburu Takeshita,False
Jaffna & Trincomalee are cities of this island nation near India that was formerly known as Ceylon,SRI LANKA,Sri Lanka,True
"1983: ""Pass The Dutchie""",Reggae,Musical Youth,False
"Capote called this writer ""Maestro of the Semicolon"" & co-wrote a movie version of his ""The Turn of the Screw""",Edgar Allan Poe,Henry James,False
"Frank Hamer, an ex-Texas Ranger, devised the plan that resulted in the death of this outlaw couple on May 23, 1934",BonnieAndClyde,Bonnie & Clyde,False
"In the 1990s 5 ""stan"" nations agreed to give up to .3% of national income to restore this shrunken saltwater body",DUBAI,Aral Sea,False
"To reduce your chances of getting the flu, the CDC recommends doing this often, for 15 to 20 seconds at a time",WASHES,washing your hands,False
The Vienna grave of physicist Ludwig Boltzmann doesn't have a quotation but one of these mathematical items,Pi,an equation,False
"In back slang this word is ""dab""; in Pig Latin it's ""ad bay""",IOWA,Bad,False
"The name of this Northern European trade league comes from the medieval German for ""guild""",AWESOME,the Hanseatic League,False
"""Sling Blade"" actor who chronicled ""The Bridge of San Luis Rey""",Ryan Gosling,Billy Bob Thornton Wilder,False
"When the band strikes up this appropriate serenade from 1911, it's time to get your hat, coat & spouse",OPERA,"""Good Night, Ladies""",False
This slang noun for a painful injury comes from what you say when you get hurt,OWWW.,Ouch,False
"Naturally, this cabinet member is ""Rummy""",Daley,Donald Rumsfeld,False
"I told the private investigator that one of these ""is worth a thousand words""",Silence,a picture,False
They are painful contractions of hand muscles while utilizing your penmanship,Achillogia,writer's cramp,False
"C.S. Lewis chronicled this fantasy world in 7 books, beginning with ""The Lion, The Witch And The Wardrobe""",The Chronicles of Narnia,Narnia,False
"""Revelations "", an exhibit of her photos of '50s & '60s weirdos, has been seen in San Francisco, L.A. & New York",Annie,(Diane) Arbus,False
"For the records, translate these 2 Roman numerals, XLV & LXXVIII",AWESOME,45 & 78,False
"Now a retired brig. gen., this West Virginian was 1st to fly faster than speed of sound",Who is Chuck Yeager,Chuck Yeager,False
"In the newspaper, Marmaduke is a funny one",Comic,Great Dane,False
This town is home to the Joseph who gave his tomb for Jesus' burial,Nazareth,Arimathea,False
The skyline of the California Danish village of Solvang has several of these quaint power-producing devices,Windmills,windmills,True
Mervyn LeRoy assisted Wayne in directing this 1968 film about the special forces in Vietnam,Apocalypse Now,"""The Green Berets""",False
This country's Chatham Islands are inhabited primarily by Maoris,NewZealand,New Zealand,True
"Calexico, California lies opposite this aptly named Mexican city",Tijuana,Mexicali,False
The Taylors of Mayberry & the Taylors of Detroit,Who,The Andy Griffith Show & Home Improvement,True
"Lola's, the bar that gave us the apple martini, came up with the Janis Joplin martini: Pearl vodka & this potent potable",Whiskey,Southern Comfort,False
"Its main hub cities are Newark, Cleveland & Houston",Texas,Continental Airlines,False
"Critics are ""raven"" about ""Nevermore"", a new musical that re-imagines this author's life",Edgar Allan,Edgar Allan Poe,True
"In 1961 a phenomena investigation bureau was set up to find proof of this Scottish lake's ""monster""",What is Loch Ness?,Loch Ness,False
"Despite its great size, this ""plated lizard"" had a brain the size of a walnut",Walnut,Stegosaurus,False
"This, a type of chicory with red or pinkish leaves, is a trendy salad ingredient",Redbor,Radicchio,False
The Gulf of Ob in Siberia is only free of this for about two months of the year,FROST,Ice,False
"The 1902 Spooner Act authorized the purchase of this ""zone"" from Colombia",Panama,Panama Canal Zone,True
This 4-star general was President Bush's top military adviser from 1989 to 1993,COLIN,Colin Powell,True
"Todd Waring took over this actor's roles in the TV versions of both ""Nothing in Common"" & ""Splash""",Who is Barry Bostwick?,Tom Hanks,False
"In an 1863 story by Edward Everett Hale, army officer Phillip Nolan becomes ""The Man Without"" this",Nothing,a Country,False
Eligius is the patron saint of all those who work with these ball-peen tools,AWNERS,a hammer,False
"On October 24, 1952 Eisenhower vowed to go to this country & 5 weeks later, he did",EGYPT,Korea,False
"This American was living at Lamb House in Rye when he wrote ""The Ambassadors"" in 1903",Henry James,Henry James,True
He had 2 daughters & 2 other sons in addition to the one who became president in 1825,ADAMS,John Adams,True
"His book ""Kids Say the Darndest Things!"" topped the nonfiction bestsellers list for 2 years",,Art Linkletter,False
"When it's time for a little ""sex and the city"", spray on Lovely, the signature fragrance of this actress",Cameron,Sarah Jessica Parker,False
"New York Times, November 10, 1965: ""Power Failure Snarls Northeast; 800,000 are Caught in"" these in the city",Blackouts,Subways,False
"An escalator is often referred to as a ""moving"" one",What is a staircase?,stairway,False
"This 19th century Danish philosopher was known to his followers as ""S.K.""",Søren,(Soren) Kierkegaard,False
"This motto of U.S. forces in WWII Asia means ""work together"" in Chinese",Jiayou,Gung-ho,False
"In some traditions, the Ark of the Covenant was taken to Ethiopia by Menelik, the son of Solomon & this woman",Makeda,the Queen of Sheba,False
In 1998 this flamboyant Italian skier won the 50th World Cup race of his career,Alberto,Alberto Tomba,True
"Reviewers might have said ""Someday all this will be"" this author of ""Exodus"" & ""Mila 18""",Awnsler,Leon Uris,False
"He played Billy the Kid in ""The Left-Handed Gun"" in 1958, 11 years before he starred as Butch Cassidy",Paul Newman,Paul Newman,True
"As a penalty in the game of forfeits, Mozart's wife shows her legs to some party guests in this famous play",Marriage à la Mode,Amadeus,False
...who was barred from a third term as Serbian president; in 1997 was made president of Yugoslavia,Slobodan,Slobodan Milosevic,True
World Book says the exportation of petroleum & petroleum products provides 95% of this nation's income,$1000,Qatar,False
1930: Bird is the word for Dashiell Hammett in this mystery,AWNSER,The Maltese Falcon,False
Elwyn Brooks...,Who,E.B. White,False
Elwyn Brooks...,Who,E.B. White,False
"She played a political journalist in ""Woman of the Year"", her first film with Spencer Tracy",Katharine Hepburn,Katharine Hepburn,True
"If the queen of daytime talk married the ""Seven Spiritual Laws"" author, she'd have this rhyming name",Deva,Oprah Chopra,False
"This second-most populous country celebrates Buddha Purnima & Diwali, a festival of light",India,India,True
"Found in California, the largest living tree is the ""General Sherman"", a giant one of these",SEQUOIA,sequoia,True
"To renounce a throne, as Norodom Sihanouk did in 2004",Abdication,abdicate,False
"Yankee profiled ""New England's greatest invention""--this one created in a restaurant on a Mass. toll road",Clamshell,the Toll House cookie,False
