Question,Answer,T1,T2,T3,T4,T5,Correctness
"In memory of his wife Arjumand Banu Begum, who died in childbirth, Shah Jahan built this mausoleum",TajMahal,yes,yes,yes,yes,yes,1.0
"Completes the title of the Strauss waltz, ""On the Beautiful...""",Blue,no,no,no,no,no,0.0
Beowulf Behemoth              (7),Goliath,no,no,no,no,no,0.0
"A kingdom of West Central Africa founded around 1390 is called this, like 2 current countries, but spelled with a K",Kongo,no,no,no,no,no,0.0
Adjective meaning unforgiving or vengeful,Hostile,no,no,no,no,no,0.0
The water variety of this Jewish roll is simmered before it's popped in the oven,Challah,no,no,no,no,no,0.0
In April 1524 he sighted the Hudson River; his bridge hadn't been built yet,Henry Hudson,no,no,no,no,no,0.0
"He's the secretary of state seen here in a 1981 clip <i>As of now, I am in control here in the White House</i>",Who is Reagan?,no,no,no,no,no,0.0
"Poland, England, Finland",Nations,no,no,no,no,no,0.0
"""Don't Forget The Lyrics!"" or this Sugar Ray frontman who started hosting that show in 2010",NickCannon,no,no,no,no,no,0.0
"Closely identified with Gene Kelly, this song was introduced by Cliff Edwards in ""The Hollywood Revue of 1929""",What Can We Do?,no,no,no,no,no,0.0
"If you can read this clue, you can name this station wagon part that means to follow too closely",TAILGATE,no,no,no,no,no,0.0
"In 1855 this ""Orpheus in the Underworld"" composer opened his own theater, the Bouffes Parisiens",Hans,no,no,no,no,no,0.0
Library holdings at this university include the Constitution of the C.S.A. & the Margaret Mitchell Papers,Emory,no,no,no,no,no,0.0
Your early training,Answer,no,no,no,no,no,0.0
Henry Flagler developed this fashionable Florida resort famous for the chic shops on Worth Avenue,PalmBeach,yes,yes,yes,yes,yes,1.0
Edward Tudor learns about the problems of commoners after switching clothes with an urchin in this Twain book,The Adventures of Tom Sawyer,no,no,no,no,no,0.0
"For Thanksgiving, ""Joy of Cooking"" suggests starting out with a bisque made with these shucked bivalves",Clams,yes,yes,yes,yes,yes,1.0
"A Babylonian goddess of love & fertility, or a movie bomb for Warren Beatty & Dustin Hoffman",GLADYS,no,no,no,no,no,0.0
From 1769 to 1773 Mozart made 3 trips south to this modern nation where opera was king,Spain,no,no,no,no,no,0.0
"It's ""Common Sense"" that he was the 1st to write an article regarding women's rights in America, in 1775","$100. ""ELIZABETH""",no,no,no,no,no,0.0
"""Sex"" & ""Horror"" are compositions this member of the Marsalis family wrote for the ballet ""Them Twos""","$100. ""Eubie""",no,no,no,no,no,0.0
"In 1798, back from his time in London, this Austrian-born composer wrote the ""Lord Nelson Mass""",Haydn,yes,yes,yes,yes,yes,1.0
"If your command of the German language is poor, it wouldn't hurt to ask, ""Sprechen sie Englisch?"", which means this",DOESNT,no,no,no,no,no,0.0
Construction of this famous British cathedral on the river Avon began in 1220,Bath,no,no,no,no,no,0.0
The sitcom “Taxi” used cabs from this famous company founded in 1922,Yellow,no,no,no,no,no,0.0
"Mash-up ""binary"" & ""digit"" to make this single unit of information",Byte,yes,yes,yes,yes,yes,1.0
"7 weeks after the Alamo, Sam Houston took this Mexican leader prisoner at the 1836 Battle of San Jacinto",BENARDI,no,no,no,no,no,0.0
In 1997 Albanians rebelled after losing their savings in these financial schemes,Pyramid,no,no,no,no,no,0.0
"Charles Arthur Floyd, better known as this, was shot dead by G-men in 1934",John Wesley Hardin,no,no,no,no,no,0.0
"A Veronica is a movement done in this sport, popular in Mexico",Lucha,no,no,no,no,no,0.0
The Book of Lamentations is a series of 5 acrostic psalms bemoaning the fall of this city,JERUSALEM,yes,yes,yes,yes,yes,1.0
"Kipling wrote, ""on the road to"" this place, ""where the flyin' fishes play""",India,no,no,no,no,no,0.0
"As Sylar, Zachary Quinto enjoyed picking the occasional brain on this NBC show",Heroes,yes,yes,yes,yes,yes,1.0
This Minnesota governor's 1999 inaugural festivities included a potluck lunch on a farm,Tim Pawlenty,no,no,no,no,no,0.0
In I Kings 8 there was nothing inside it except 2 tablets put there by Moses,Tablets,no,no,no,no,no,0.0
Traditional presidential musical welcome for the proverbial man in charge of the kitchen stove & sink,Yankee Doodle Dandy,no,no,no,no,no,0.0
"Yes, he knew Ann Rutledge, but there's no evidence of a great love affair",Harrison,no,no,no,no,no,0.0
"From 46 to 44 B.C. Julius Caesar literally ruled as one of these, having been appointed so by the Roman Senate",Dictator,yes,yes,yes,yes,yes,1.0
"In ""Pirates of the Caribbean: At World's End"", Davy Jones helms this ship, also the name of a Wagner opera",Dreadnought,yes,yes,yes,yes,yes,1.0
Jim Davis named this faithful friend of Garfield after a character he created for a car commercial,Garfield's dog is named Odie,no,no,no,no,no,0.0
Waterway originally dug in the 4th century B.C.; Kublai Khan had it rerouted in the 13th,SilkRoad,no,no,no,no,no,0.0
A wedge of this fruit is the traditional accompaniment for a shot of tequila,PINEAPPLE,no,no,no,no,no,0.0
It lies between the cornea & the lens,Iridium,no,no,no,no,no,0.0
"1969: ""Kid, the next time I say let's go someplace like Bolivia, let's go someplace like Bolivia""",Who is Che Guevara?,no,no,no,no,no,0.0
"An adjective meaning greedy, or what the owner of a Long John Silver's does",Avaricious,no,no,no,no,no,0.0
"Publications dealing with this religious & social welfare group include ""War Cry""",Mennonites,yes,yes,yes,yes,yes,1.0
"This prince marries his first cousin February 10, 1840; we've got the film in a can at 11",Who is King Tut?,no,no,no,no,no,0.0
A coffee-colored tiara,Jewelry,no,no,no,no,no,0.0
"At his Presidential Library in Simi Valley, California",Who,no,no,no,no,no,0.0
Walter Gropius founded this innovative design school at Weimar in 1919,Bauhaus,yes,yes,yes,yes,yes,1.0
"A shrine of the Bab, a forerunner of the Baha'i, is in Haifa in this country",Israel,no,no,no,no,no,0.0
"Palm Beach, one of the world's best, is on this ""A"" of the ABC Islands",AWESOME,yes,yes,yes,yes,yes,1.0
The key to deep-frying these Hostess treats created in 1930 is to chill them before dipping them in batter,AWESOME,no,no,no,no,no,0.0
"To complete a foursome, mathematician Herman Minkowski added this to length, width & height",Volume,no,no,no,no,no,0.0
"Carmen Ibanez fights the bugs as a pilot in ""Roughnecks"", the animated version of this Heinlein tale:",Starship,no,no,no,no,no,0.0
Lad as a larch hare,What is a squirrel?,no,no,no,no,no,0.0
Mormons believe these 2 members of the godhead have physical bodies but are immortal,Prophets,no,no,no,no,no,0.0
"Krylon's ""Short Cuts"" paint comes in 3 forms: pen, brush-on & this type that's under pressure",CANS,yes,yes,yes,yes,yes,1.0
"Born in Brittany, he hit the Jacquespot when he voyaged to Canada & discovered the St. Lawrence River",Who is Jacques Cartier?,no,no,no,no,no,0.0
1 of the 3 Indian cities where the British founded universities in 1857,Bombay,no,no,no,no,no,0.0
"As soon as corn is picked, its sugar begins to turn into this, so get it into the pot fast!",MOLASSES,no,no,no,no,no,0.0
"Floor area, bodysuit, a ball, a hoop or a ribbon",Gymnastics,no,no,no,no,no,0.0
The Gulf of Corinth divides the mainland of this country into 2 uneven parts,Greece,no,no,no,no,no,0.0
In 1973 this former helmsman of the starship Enterprise ran for a seat on the L.A. city council,Who,no,no,no,no,no,0.0
"In a ""SNL"" spoof of this kids' show Eddie Murphy said, ""Ooo, look, boys & girls, an eviction notice""",What is Sesame?,no,no,no,no,no,0.0
Mr. Jingles is a mouse on death row in this Stephen King tale,Christine,no,no,no,no,no,0.0
The Museum of Aviation in Warner Robins has an exhibit on this famous group of Black American pilots,Tuskegee Airmen,yes,yes,yes,yes,yes,1.0
The Italian part of this coastal resort area runs from the French border to Tuscany,AWNSER,no,no,no,no,no,0.0
"After some fierce flamencoing, you might hear cries of this, Spanish for ""water""",Agua,no,no,no,no,no,0.0
The first important U.S. tournament in this board game took place in New York City in 1857,Monopoly,no,no,no,no,no,0.0
"This university's original building, erected in Elko in 1874, became a hospital for indigents before it was leveled in 1920",What is UNLV?,no,no,no,no,no,0.0
These large green banana relatives are usually available in Hispanic markets as platanos,Plátanos,yes,yes,yes,yes,yes,1.0
In the late 1500s the Ruckers of Antwerp were the most prominent makers of this keyboard instrument,Harpsichord,no,no,no,no,no,0.0
"In Faulkner's ""The Bear"", Ike McCaslin hunts down this legendary bear",Black,no,no,no,no,no,0.0
Gil Gerard,Who,no,no,no,no,no,0.0
"Amory Blaine, a student at Princeton, is the protagonist of this first novel published by F. Scott Fitzgerald",The Great Gatsby,no,no,no,no,no,0.0
"A trombone provided the ""mwa-mwa-mwa"" adult voices in the animated versions of this Charles Schulz comic strip",Peanuts,yes,yes,yes,yes,yes,1.0
"This coach has led teams to the Super Bowl the most times, 7: the Colts twice and the Dolphins five times",Bill,no,no,no,no,no,0.0
This suffix denotes a person who is a recipient of something,Recipient,no,no,no,no,no,0.0
These 2 3-letter words form the name of a synonym for rap music,HipHop,no,no,no,no,no,0.0
"For their work leading to the MRI, American Paul Lauterbur & Briton Sir Peter Mansfield scanned this Nobel",Brain,no,no,no,no,no,0.0
"Physician Haing S. Ngor won the ""Best Supporting Actor"" Oscar for this, his first film",The Killing Fields,no,no,no,no,no,0.0
"General Lee said, ""He has lost his left arm"" (which was buried in Ellwood, Virginia) ""but I have lost my right arm""",George Washington,no,no,no,no,no,0.0
Baron Monck was the first to hold this office in Canada,Governor,no,no,no,no,no,0.0
"Oberlin, home to an underground railroad stop & one of the first U.S. colleges with black students, is in this state",Ohio,yes,yes,yes,yes,yes,1.0
"Later to run a pizza parlor in Virginia, Nguyen Ngoc Loan uses a gun in an infamous photo taken in this city in 1968",Saigon,no,no,no,no,no,0.0
"Latin American pop music style, or a sauce used in Mexican cuisine",Salsa,no,no,no,no,no,0.0
It's the length from the base of a cone to the apex,Apex,yes,yes,yes,yes,yes,1.0
"In a story by Mini Grey, this pair from ""Hey Diddle Diddle"" run off to NYC & find fame & fortune in vaudeville",Geese,no,no,no,no,no,0.0
"This train that began service in 1994 links London, Paris & Brussels at up to 186 MPH",Eurostar,no,no,no,no,no,0.0
Novartis makes these hyphenated caffeine pills that have been helping college kids study for years,NoDoz,yes,yes,yes,yes,yes,1.0
This expression is used to caution someone dangerously inquisitive,AWE,no,no,no,no,no,0.0
"Unlike birds today, the hesperonis of the cretaceous period had these, all the better to eat fish with",Barbs,no,no,no,no,no,0.0
"""Hope Was Here"" is a book about a teen waitress at the Welcome Stairways Diner in this ""Dairy State""",Wisconsin,yes,yes,yes,yes,yes,1.0
"Luxation is another term for this often painful misalignment of a joint, perhaps a shoulder",Dislocation,no,no,no,no,no,0.0
"(Hi, I'm Al Franken)  ABC's 11:30 P.M. reports on ""The Iran Crisis: America Held Hostage"" evolved into this regular program",Saturday Night Live,yes,yes,yes,yes,yes,1.0
"In Britten's opera ""Albert Herring"", a young man is made this springtime ""King"" because no village girl is fit to be ""Queen""",Village Fete,no,no,no,no,no,0.0
"This Boston abolitionist began publication of ""The Liberator"" in 1831",William Lloyd,no,no,no,no,no,0.0
"Sculpted Lincoln Center's ""Reclining Figure""",What is Calder?,no,no,no,no,no,0.0
"Kris Kristofferson once sang of this type of ""devil"", also used to describe an eloquent orator",SAINT,no,no,no,no,no,0.0
It's the part of the Tin Man's body that Dorothy oils first,Heart,no,no,no,no,no,0.0
At the Pasadena Civic Auditorium 2000 guests will see Disney's Y2K update of this 1940 animated classic,Bambi,no,no,no,no,no,0.0
"""The Education of"" this Cherokee, billed as autobiography, was written by a white segregationist",John Ross,no,no,no,no,no,0.0
The Sami were gravely affected by this 1986 disaster as fish & livestock meat became tainted,Chernobyl,no,no,no,no,no,0.0
"In 2009, ""dressed in Laker purple"", this sunglasses-wearing ""avid fan... watched the Lakers beat the... Magic 100-75""",Kobe,no,no,no,no,no,0.0
His actual first name was Hiram while his middle name was Ulysses,SHERMAN,no,no,no,no,no,0.0
In the Bible there was a heck of a generation gap between her & her son Isaac; she was 91 when she bore him,Sarah,no,no,no,no,no,0.0
"Based on Stephen Crane's experience, it's the story of 4 shipwreck survivors",MobyDick,no,no,no,no,no,0.0
A temporary expedient is this type of measure,Temporary,yes,yes,yes,yes,yes,1.0
Deadyet?.com has a great page on these early Christian burial chambers near Rome,What are Catacombs?,no,no,no,no,no,0.0
"Decorated with marble brought from India, the London home of tycoon Lakshmi Mittal has this punning name",Birla,no,no,no,no,no,0.0
"In ""The Long Goodbye"", Philip Marlowe's gat is ""a short-barreled police"" this",What is .38?,no,no,no,no,no,0.0
The round  glove worn by a baseball backstopper runs for president as a Mormon ex-Mass. governor,Mitt,no,no,no,no,no,0.0
You should answer this one automatically: It's the property that says a = a,Answer,yes,yes,yes,yes,yes,1.0
In 1632 this Lord was granted a charter to found the colony of Maryland,Calvert,no,no,no,no,no,0.0
"Jus gentium is this 13-letter type of ""law"" that diplomats have to know about",InternationalLaw,no,no,no,no,no,0.0
"Of Levi, Lee, Calvin or Sassoon, the one who got his genes from Jacob",Reuben,no,no,no,no,no,0.0
"In 1969, on dogsled, a British team made the first surface crossing of this ocean",Bering,no,no,no,no,no,0.0
"An ethnic group of northern Iraq & a type of highway ""station"" for truckers",KURDS.,no,no,no,no,no,0.0
"Aristotle introduced the term hamartia, or a dramatic hero's ""tragic"" this",Flaw,no,no,no,no,no,0.0
"Traditionally, the entrance of a cathedral faces this direction",East,yes,yes,yes,yes,yes,1.0
A lavender was a woman who did this,Who,no,no,no,no,no,0.0
The title figure of this Puccini opera is Cio-Cio San,Cio-Cio-San,no,no,no,no,no,0.0
"""Good Morning Baltimore""",The Wire,no,no,no,no,no,0.0
"Louie, Latka & Elaine all worked for the Sunshine Cab Co. on this NYC sitcom",Seinfeld,no,no,no,no,no,0.0
"James Caan had a ""ball"" as the champ of a violent future sport in this 1975 flick",RING,no,no,no,no,no,0.0
The 3 branches of the U.S. federal government,Government,no,no,no,no,no,0.0
...from a slat on a window to get this word for a paramour,AWAKENED,no,no,no,no,no,0.0
"""What if God was one of us?  Just a slob like one of us?""",Gods Not Dead,no,no,no,no,no,0.0
"A popular ""Jeopardy!"" category, or a children's game with pictures of writers on the cards",Clue,no,no,no,no,no,0.0
A broken printer ribbon on a holiday weekend compelled Tom Stemberg to found this office supply superstore,BOSTON,no,no,no,no,no,0.0
"This nickname for Henry can also mean a coil, or a looped bundle of thread",AWNSER,no,no,no,no,no,0.0
Hard Candy is a trendy new company making colorful types of this cosmetic,Makeup,yes,yes,yes,yes,yes,1.0
"Named for a city in Morocco, it's the most common type of Mandarin orange in the U.S.","$100. ""Clementine""",no,no,no,no,no,0.0
"In 1791 this seventh state gave up some of its land to form Washington, D.C.",VIRGINIA,yes,yes,yes,yes,yes,1.0
It rises over 800 feet in San Francisco,GoldenGate,no,no,no,no,no,0.0
This magnificent guy succeeded his dad as sultan of the Ottoman Empire in September 1520,Suleiman,no,no,no,no,no,0.0
In spring 1989 this Japanese prime minister resigned after admitting involvement in a financial scandal,YOSHII,no,no,no,no,no,0.0
Jaffna & Trincomalee are cities of this island nation near India that was formerly known as Ceylon,SRI LANKA,yes,yes,yes,yes,yes,1.0
"1983: ""Pass The Dutchie""",Reggae,no,no,no,no,no,0.0
"Capote called this writer ""Maestro of the Semicolon"" & co-wrote a movie version of his ""The Turn of the Screw""",Edgar Allan Poe,no,no,no,no,no,0.0
"Frank Hamer, an ex-Texas Ranger, devised the plan that resulted in the death of this outlaw couple on May 23, 1934",BonnieAndClyde,no,no,no,no,no,0.0
"In the 1990s 5 ""stan"" nations agreed to give up to .3% of national income to restore this shrunken saltwater body",DUBAI,no,no,no,no,no,0.0
"To reduce your chances of getting the flu, the CDC recommends doing this often, for 15 to 20 seconds at a time",WASHES,no,no,no,no,no,0.0
The Vienna grave of physicist Ludwig Boltzmann doesn't have a quotation but one of these mathematical items,Pi,no,no,no,no,no,0.0
"In back slang this word is ""dab""; in Pig Latin it's ""ad bay""",IOWA,no,no,no,no,no,0.0
"The name of this Northern European trade league comes from the medieval German for ""guild""",AWESOME,no,no,no,no,no,0.0
"""Sling Blade"" actor who chronicled ""The Bridge of San Luis Rey""",Ryan Gosling,no,no,no,no,no,0.0
"When the band strikes up this appropriate serenade from 1911, it's time to get your hat, coat & spouse",OPERA,no,no,no,no,no,0.0
This slang noun for a painful injury comes from what you say when you get hurt,OWWW.,no,no,no,no,no,0.0
"Naturally, this cabinet member is ""Rummy""",Daley,no,no,no,no,no,0.0
"I told the private investigator that one of these ""is worth a thousand words""",Silence,no,no,no,no,no,0.0
They are painful contractions of hand muscles while utilizing your penmanship,Achillogia,no,no,no,no,no,0.0
"C.S. Lewis chronicled this fantasy world in 7 books, beginning with ""The Lion, The Witch And The Wardrobe""",The Chronicles of Narnia,yes,yes,yes,yes,yes,1.0
"""Revelations "", an exhibit of her photos of '50s & '60s weirdos, has been seen in San Francisco, L.A. & New York",Annie,no,no,no,no,no,0.0
"For the records, translate these 2 Roman numerals, XLV & LXXVIII",AWESOME,no,no,no,no,no,0.0
"Now a retired brig. gen., this West Virginian was 1st to fly faster than speed of sound",Who is Chuck Yeager,yes,yes,yes,yes,yes,1.0
"In the newspaper, Marmaduke is a funny one",Comic,no,no,no,no,no,0.0
This town is home to the Joseph who gave his tomb for Jesus' burial,Nazareth,no,no,no,no,no,0.0
The skyline of the California Danish village of Solvang has several of these quaint power-producing devices,Windmills,yes,yes,yes,yes,yes,1.0
Mervyn LeRoy assisted Wayne in directing this 1968 film about the special forces in Vietnam,Apocalypse Now,no,no,no,no,no,0.0
This country's Chatham Islands are inhabited primarily by Maoris,NewZealand,yes,yes,yes,yes,yes,1.0
"Calexico, California lies opposite this aptly named Mexican city",Tijuana,yes,yes,yes,yes,yes,1.0
The Taylors of Mayberry & the Taylors of Detroit,Who,no,no,no,no,no,0.0
"Lola's, the bar that gave us the apple martini, came up with the Janis Joplin martini: Pearl vodka & this potent potable",Whiskey,no,no,no,no,no,0.0
"Its main hub cities are Newark, Cleveland & Houston",Texas,no,no,no,no,no,0.0
"Critics are ""raven"" about ""Nevermore"", a new musical that re-imagines this author's life",Edgar Allan,no,no,no,no,no,0.0
"In 1961 a phenomena investigation bureau was set up to find proof of this Scottish lake's ""monster""",What is Loch Ness?,no,no,no,no,no,0.0
"Despite its great size, this ""plated lizard"" had a brain the size of a walnut",Walnut,yes,yes,yes,yes,yes,1.0
"This, a type of chicory with red or pinkish leaves, is a trendy salad ingredient",Redbor,no,no,no,no,no,0.0
The Gulf of Ob in Siberia is only free of this for about two months of the year,FROST,no,no,no,no,no,0.0
"The 1902 Spooner Act authorized the purchase of this ""zone"" from Colombia",Panama,no,no,no,no,no,0.0
This 4-star general was President Bush's top military adviser from 1989 to 1993,COLIN,no,no,no,no,no,0.0
"Todd Waring took over this actor's roles in the TV versions of both ""Nothing in Common"" & ""Splash""",Who is Barry Bostwick?,no,no,no,no,no,0.0
"In an 1863 story by Edward Everett Hale, army officer Phillip Nolan becomes ""The Man Without"" this",Nothing,yes,yes,yes,yes,yes,1.0
Eligius is the patron saint of all those who work with these ball-peen tools,AWNERS,no,no,no,no,no,0.0
"On October 24, 1952 Eisenhower vowed to go to this country & 5 weeks later, he did",EGYPT,no,no,no,no,no,0.0
"This American was living at Lamb House in Rye when he wrote ""The Ambassadors"" in 1903",Henry James,no,no,no,no,no,0.0
He had 2 daughters & 2 other sons in addition to the one who became president in 1825,ADAMS,no,no,no,no,no,0.0
"His book ""Kids Say the Darndest Things!"" topped the nonfiction bestsellers list for 2 years",,no,no,no,no,no,0.0
"When it's time for a little ""sex and the city"", spray on Lovely, the signature fragrance of this actress",Cameron,no,no,no,no,no,0.0
"New York Times, November 10, 1965: ""Power Failure Snarls Northeast; 800,000 are Caught in"" these in the city",Blackouts,no,no,no,no,no,0.0
"An escalator is often referred to as a ""moving"" one",What is a staircase?,no,no,no,no,no,0.0
"This 19th century Danish philosopher was known to his followers as ""S.K.""",Søren,no,no,no,no,no,0.0
"This motto of U.S. forces in WWII Asia means ""work together"" in Chinese",Jiayou,no,no,no,no,no,0.0
"In some traditions, the Ark of the Covenant was taken to Ethiopia by Menelik, the son of Solomon & this woman",Makeda,no,no,no,no,no,0.0
In 1998 this flamboyant Italian skier won the 50th World Cup race of his career,Alberto,no,no,no,no,no,0.0
"Reviewers might have said ""Someday all this will be"" this author of ""Exodus"" & ""Mila 18""",Awnsler,no,no,no,no,no,0.0
"He played Billy the Kid in ""The Left-Handed Gun"" in 1958, 11 years before he starred as Butch Cassidy",Paul Newman,no,no,no,no,no,0.0
"As a penalty in the game of forfeits, Mozart's wife shows her legs to some party guests in this famous play",Marriage à la Mode,no,no,no,no,no,0.0
...who was barred from a third term as Serbian president; in 1997 was made president of Yugoslavia,Slobodan,no,no,no,no,no,0.0
World Book says the exportation of petroleum & petroleum products provides 95% of this nation's income,$1000,no,no,no,no,no,0.0
1930: Bird is the word for Dashiell Hammett in this mystery,AWNSER,no,no,no,no,no,0.0
Elwyn Brooks...,Who,no,no,no,no,no,0.0
"She played a political journalist in ""Woman of the Year"", her first film with Spencer Tracy",Katharine Hepburn,no,no,no,no,no,0.0
"If the queen of daytime talk married the ""Seven Spiritual Laws"" author, she'd have this rhyming name",Deva,no,no,no,no,no,0.0
"This second-most populous country celebrates Buddha Purnima & Diwali, a festival of light",India,no,no,no,no,no,0.0
"Found in California, the largest living tree is the ""General Sherman"", a giant one of these",SEQUOIA,no,no,no,no,no,0.0
"To renounce a throne, as Norodom Sihanouk did in 2004",Abdication,no,no,no,no,no,0.0
"Yankee profiled ""New England's greatest invention""--this one created in a restaurant on a Mass. toll road",Clamshell,no,no,no,no,no,0.0
